filename,width,height,class,xmin,ymin,xmax,ymax
cTDaR_t10458_jpg.rf.901792df111bcc8893c0ed24e318f24b.jpg,794,1123,table,78,615,728,728
cTDaR_t10461_jpg.rf.c80c35473fb95c7f0903ec7968900aca.jpg,816,1056,table,67,60,748,242
cTDaR_t10461_jpg.rf.c80c35473fb95c7f0903ec7968900aca.jpg,816,1056,table,67,400,748,864
cTDaR_t10482_jpg.rf.2bcc137af7f134133cbef1f9fe2a0e21.jpg,794,1059,table,112,333,679,600
cTDaR_t10482_jpg.rf.2bcc137af7f134133cbef1f9fe2a0e21.jpg,794,1059,table,112,674,679,934
cTDaR_t10565_jpg.rf.070de0fe7bbc48c96966c1885a3066f4.jpg,794,1059,table,112,351,687,898
cTDaR_t10529_jpg.rf.8928d3303d2fb019eeae86f294b13f8e.jpg,794,1059,table,112,127,682,304
cTDaR_t10529_jpg.rf.8928d3303d2fb019eeae86f294b13f8e.jpg,794,1059,table,112,479,679,712
cTDaR_t10481_jpg.rf.a75e511b7173696b0ce831ea08376f0f.jpg,1061,1373,table,115,1161,482,1242
cTDaR_t10481_jpg.rf.a75e511b7173696b0ce831ea08376f0f.jpg,1061,1373,table,577,503,937,584
cTDaR_t10481_jpg.rf.a75e511b7173696b0ce831ea08376f0f.jpg,1061,1373,table,577,600,937,682
cTDaR_t10481_jpg.rf.a75e511b7173696b0ce831ea08376f0f.jpg,1061,1373,table,575,698,934,779
cTDaR_t10479_jpg.rf.3376afd7a85ad2befe5900202d6c8b0a.jpg,797,1124,table,59,112,744,505
cTDaR_t10479_jpg.rf.3376afd7a85ad2befe5900202d6c8b0a.jpg,797,1124,table,59,721,742,874
cTDaR_t10465_jpg.rf.88b12f1fbe3228a73965a79fd10157f4.jpg,794,1123,table,89,176,717,546
cTDaR_t10523_jpg.rf.467569913873c7f40e4995f578ddf1c0.jpg,794,1078,table,123,209,717,535
cTDaR_t10523_jpg.rf.467569913873c7f40e4995f578ddf1c0.jpg,794,1078,table,127,591,717,954
cTDaR_t10451_jpg.rf.4f61680a216395a9827731fb741eb9c8.jpg,1031,1459,table,250,530,879,891
cTDaR_t10525_jpg.rf.ee40f7ba9d2f438e583f4bb469ca4b0a.jpg,794,1059,table,112,194,679,622
cTDaR_t10454_jpg.rf.2de4f44b78955e6c2e24c7b946016982.jpg,816,1056,table,23,567,798,671
cTDaR_t10447_jpg.rf.e721e9b7110d80e4a113cd7f4ae5c698.jpg,816,1056,table,62,373,750,685
cTDaR_t10445_jpg.rf.60bcd40c50750d32f5510ce52ac71629.jpg,816,1056,table,99,119,746,1006
cTDaR_t10460_jpg.rf.e0ac51af827a14069d4354f43e87a8b6.jpg,794,1059,table,144,423,679,738
cTDaR_t10568_jpg.rf.037c94e6ed276c0ce8175544098966a2.jpg,792,1032,table,91,466,698,914
cTDaR_t10334_jpg.rf.6eb6f485bb454132574f0033d1317208.jpg,794,1078,table,153,209,717,651
cTDaR_t10566_jpg.rf.6f8c096c0b5c25225537498ada643ad4.jpg,794,1123,table,73,217,702,445
cTDaR_t10547_jpg.rf.72eeca0e24f815d5ee23c734118122d7.jpg,816,1056,table,63,148,750,337
cTDaR_t10549_jpg.rf.1413de1b56f5487091051f0b47dddf3f.jpg,794,1059,table,144,189,682,961
cTDaR_t10545_jpg.rf.e7ba02f11ffc691245f2066d52e7797a.jpg,816,1056,table,63,152,750,203
cTDaR_t10545_jpg.rf.e7ba02f11ffc691245f2066d52e7797a.jpg,816,1056,table,63,340,750,422
cTDaR_t10545_jpg.rf.e7ba02f11ffc691245f2066d52e7797a.jpg,816,1056,table,63,550,750,718
cTDaR_t10350_jpg.rf.19a948a41ee4438e5d97f7ae01945500.jpg,794,1059,table,144,122,679,228
cTDaR_t10350_jpg.rf.19a948a41ee4438e5d97f7ae01945500.jpg,794,1059,table,144,319,679,661
cTDaR_t10350_jpg.rf.19a948a41ee4438e5d97f7ae01945500.jpg,794,1059,table,144,734,679,840
cTDaR_t10438_jpg.rf.668e2c17cce843ef3c133edcfac9551c.jpg,816,1056,table,63,118,750,241
cTDaR_t10438_jpg.rf.668e2c17cce843ef3c133edcfac9551c.jpg,816,1056,table,63,330,750,391
cTDaR_t10438_jpg.rf.668e2c17cce843ef3c133edcfac9551c.jpg,816,1056,table,63,476,750,556
cTDaR_t10483_jpg.rf.9ab1e548c13dbb247298aaafcd6c9e1d.jpg,794,1123,table,78,638,727,979
cTDaR_t10349_jpg.rf.312cc7b74b417b3bb482dcb75c25e0e2.jpg,794,1123,table,23,82,768,267
cTDaR_t10349_jpg.rf.312cc7b74b417b3bb482dcb75c25e0e2.jpg,794,1123,table,109,342,682,1024
cTDaR_t10446_jpg.rf.f1e3e6c921d2dcb980ed3a23e9a44a3e.jpg,794,1059,table,112,431,679,666
cTDaR_t10351_jpg.rf.37c208bd9a6dbb8bafd925d541d11bf7.jpg,816,1056,table,63,86,750,190
cTDaR_t10351_jpg.rf.37c208bd9a6dbb8bafd925d541d11bf7.jpg,816,1056,table,63,212,750,298
cTDaR_t10351_jpg.rf.37c208bd9a6dbb8bafd925d541d11bf7.jpg,816,1056,table,63,439,750,606
cTDaR_t10436_jpg.rf.815d6242dd6cd9bd9ecf6ffb685f9aa1.jpg,816,1056,table,63,151,586,510
cTDaR_t10437_jpg.rf.6bfba496f7373d829c822f24b688022a.jpg,794,1123,table,45,79,747,325
cTDaR_t10437_jpg.rf.6bfba496f7373d829c822f24b688022a.jpg,794,1123,table,45,335,747,561
cTDaR_t10437_jpg.rf.6bfba496f7373d829c822f24b688022a.jpg,794,1123,table,45,681,747,924
cTDaR_t10477_jpg.rf.8629b4099e39ec45f200ea54fbba968e.jpg,794,1078,table,126,439,717,750
cTDaR_t10353_jpg.rf.80607194eb609d248497557a3984cd43.jpg,794,1123,table,109,95,682,439
cTDaR_t10353_jpg.rf.80607194eb609d248497557a3984cd43.jpg,794,1123,table,109,570,682,957
cTDaR_t10312_jpg.rf.958f7a09073e51cbed9f060ce6c7cb2d.jpg,816,1056,table,63,500,750,697
cTDaR_t10440_jpg.rf.ae527975dc0c756aefa01fd0ebd23b16.jpg,794,1123,table,43,169,749,509
cTDaR_t10439_jpg.rf.dd7600da6b0cf4d88e5e1a451afba519.jpg,794,1123,table,68,168,707,246
cTDaR_t10439_jpg.rf.dd7600da6b0cf4d88e5e1a451afba519.jpg,794,1123,table,69,266,706,422
cTDaR_t10439_jpg.rf.dd7600da6b0cf4d88e5e1a451afba519.jpg,794,1123,table,68,457,707,520
cTDaR_t10439_jpg.rf.dd7600da6b0cf4d88e5e1a451afba519.jpg,794,1123,table,69,554,706,734
cTDaR_t10439_jpg.rf.dd7600da6b0cf4d88e5e1a451afba519.jpg,794,1123,table,69,755,707,866
cTDaR_t10439_jpg.rf.dd7600da6b0cf4d88e5e1a451afba519.jpg,794,1123,table,70,883,707,1030
cTDaR_t10452_jpg.rf.4592183b195671e647906b2fb4d03eed.jpg,816,1056,table,23,201,797,440
cTDaR_t10569_jpg.rf.85ef5404066db92e22b621dbecf91c50.jpg,794,1059,table,144,132,681,243
cTDaR_t10569_jpg.rf.85ef5404066db92e22b621dbecf91c50.jpg,794,1059,table,144,829,681,921
cTDaR_t10542_jpg.rf.4eb6c1b7ed1ea7d50335dba3adc11615.jpg,794,1078,table,74,169,698,956
cTDaR_t10430_jpg.rf.ac6035271e0696f5cacb8103d7e6c0d6.jpg,816,1056,table,64,810,586,883
cTDaR_t10455_jpg.rf.5ab1c7503af523a87bb54b8b01e49c6e.jpg,794,1059,table,144,129,679,234
cTDaR_t10546_jpg.rf.6285640bba50767f31c7116d53d8f6cb.jpg,794,1078,table,107,225,698,395
cTDaR_t10546_jpg.rf.6285640bba50767f31c7116d53d8f6cb.jpg,794,1078,table,107,527,698,952
cTDaR_t10450_jpg.rf.a2424e37b97162e5b780f5b297f63850.jpg,797,1124,table,52,112,384,1063
cTDaR_t10450_jpg.rf.a2424e37b97162e5b780f5b297f63850.jpg,797,1124,table,403,112,735,1054
cTDaR_t10352_jpg.rf.fd8be78e741c1e67bd0072939971df74.jpg,794,1123,table,64,95,727,493
cTDaR_t10532_jpg.rf.5745b1318ab78ff8ce1ebbcd2745152d.jpg,749,1123,table,219,100,526,247
cTDaR_t10548_jpg.rf.7c4fbf68022f7446902ec49865c20c47.jpg,816,1056,table,63,145,750,325
cTDaR_t10548_jpg.rf.7c4fbf68022f7446902ec49865c20c47.jpg,816,1056,table,63,650,750,897
cTDaR_t10567_jpg.rf.aa700251bf80422b1f9a325d268b0b3c.jpg,1123,794,table,48,149,645,424
cTDaR_t10540_jpg.rf.f0776e40f14428e4428d9c2e3a60e8d9.jpg,794,1123,table,109,95,682,153
cTDaR_t10540_jpg.rf.f0776e40f14428e4428d9c2e3a60e8d9.jpg,794,1123,table,109,554,682,859
cTDaR_t10540_jpg.rf.f0776e40f14428e4428d9c2e3a60e8d9.jpg,794,1123,table,109,975,682,1008
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,73,239,366,342
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,410,238,702,342
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,74,361,366,466
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,411,362,702,465
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,74,487,365,611
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,411,488,702,611
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,75,629,367,735
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,411,630,701,735
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,74,753,365,830
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,409,753,702,830
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,74,849,367,925
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,410,847,703,923
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,73,942,366,1028
cTDaR_t10478_jpg.rf.8cc92ffcfbd0a7bfb57567e31dfd6778.jpg,794,1123,table,409,942,702,1028
cTDaR_t10562_jpg.rf.319ca79a167b10b9081121abed2e6523.jpg,794,1123,table,78,177,727,357
cTDaR_t10492_jpg.rf.c80ae9f74c4f0550edb22e4456754b82.jpg,794,1078,table,74,169,698,973
cTDaR_t10591_jpg.rf.fa4d25f1903a0efebc9697f6e50d22b4.jpg,816,1056,table,63,442,750,724
cTDaR_t10551_jpg.rf.2aade75df0b145ee524876e3ecc1411a.jpg,816,1056,table,227,155,750,661
cTDaR_t10521_jpg.rf.fd635aeecc4b3d31365369a8f732bf1e.jpg,794,1123,table,109,95,682,334
cTDaR_t10521_jpg.rf.fd635aeecc4b3d31365369a8f732bf1e.jpg,794,1123,table,109,759,682,998
cTDaR_t10527_jpg.rf.6b6905940599ddbd005fb1162251a74b.jpg,794,1123,table,108,665,682,1002
cTDaR_t10526_jpg.rf.2791594cbcf5f310c6ada6634858970b.jpg,794,1123,table,78,177,728,384
cTDaR_t10533_jpg.rf.b56eed3f039ec665b976c4ba0801f2c3.jpg,797,1124,table,60,242,742,920
cTDaR_t10539_jpg.rf.de2304862d7241089548a15fcd5bf05b.jpg,797,1124,table,60,112,742,227
cTDaR_t10539_jpg.rf.de2304862d7241089548a15fcd5bf05b.jpg,797,1124,table,60,731,742,958
cTDaR_t10539_jpg.rf.de2304862d7241089548a15fcd5bf05b.jpg,797,1124,table,60,975,742,1063
cTDaR_t10325_jpg.rf.5b89cfc19d86d23a0bd1ab3f059df677.jpg,797,1124,table,60,550,742,964
cTDaR_t10536_jpg.rf.7d67122b333c9ac9be1ef9a3ccf50ccc.jpg,794,1123,table,78,177,728,310
cTDaR_t10536_jpg.rf.7d67122b333c9ac9be1ef9a3ccf50ccc.jpg,794,1123,table,78,470,728,603
cTDaR_t10536_jpg.rf.7d67122b333c9ac9be1ef9a3ccf50ccc.jpg,794,1123,table,78,896,728,1029
cTDaR_t10457_jpg.rf.06b24a6e2534b74149ade604ebc649e7.jpg,1061,1373,table,289,524,768,724
cTDaR_t10457_jpg.rf.06b24a6e2534b74149ade604ebc649e7.jpg,1061,1373,table,233,794,824,969
cTDaR_t10543_jpg.rf.fe9d21fb12175224af05e435e7759400.jpg,794,1123,table,78,188,726,583
cTDaR_t10543_jpg.rf.fe9d21fb12175224af05e435e7759400.jpg,794,1123,table,78,609,653,886
cTDaR_t10590_jpg.rf.16722e58cc853a1bd7a63fbc77594871.jpg,794,1059,table,112,546,679,839
cTDaR_t10456_jpg.rf.a7db248215b0927acd5955923eda65e1.jpg,797,1124,table,51,112,735,505
cTDaR_t10456_jpg.rf.a7db248215b0927acd5955923eda65e1.jpg,797,1124,table,52,518,736,920
cTDaR_t10564_jpg.rf.cf14c5e33cb98b2a29f387d7ce0a0b54.jpg,794,1123,table,109,82,682,628
cTDaR_t10564_jpg.rf.cf14c5e33cb98b2a29f387d7ce0a0b54.jpg,794,1123,table,109,803,682,1014
cTDaR_t10453_jpg.rf.c79d8123b1cc8aeb81ed7e038759140e.jpg,794,1078,table,123,374,717,886
cTDaR_t10561_jpg.rf.4f18bdd752f1b4c5d476a764468943d6.jpg,794,1059,table,144,236,679,695
cTDaR_t10499_jpg.rf.15774e6e56a25e2612667b4a3e0e73b7.jpg,794,1123,table,78,383,728,648
cTDaR_t10563_jpg.rf.59d4bb01d7bb5560959615a8a0dc308f.jpg,794,1123,table,66,169,673,370
cTDaR_t10544_jpg.rf.f0aa6382109db412c4fe273f16a50310.jpg,794,1078,table,104,415,698,927
cTDaR_t10441_jpg.rf.3a553f5d07e624b2c4f25c08a08ffd22.jpg,1123,794,table,87,119,1030,555
cTDaR_t10538_jpg.rf.19744678e7154169f644d0b254c38377.jpg,794,1123,table,116,577,710,728
cTDaR_t10531_jpg.rf.1ce4d0218c6e3c18730b03dddd7ffb10.jpg,983,1342,table,135,150,843,482
cTDaR_t10520_jpg.rf.e38abc191d649100c75e99ea334f816a.jpg,797,1124,table,52,112,736,238
cTDaR_t10520_jpg.rf.e38abc191d649100c75e99ea334f816a.jpg,797,1124,table,52,282,736,381
cTDaR_t10431_jpg.rf.db5a44e840e457d82968096688641d05.jpg,794,1059,table,144,592,681,707
cTDaR_t10501_jpg.rf.f412ec2c1759aa1b045c09ced8bf50d5.jpg,794,1078,table,135,553,698,852
cTDaR_t10423_jpg.rf.b57c90cf1ca013ae682a0a24addcce0b.jpg,794,1123,table,69,171,709,372
cTDaR_t10423_jpg.rf.b57c90cf1ca013ae682a0a24addcce0b.jpg,794,1123,table,63,579,712,1012
cTDaR_t10537_jpg.rf.fd9b1774323eab309ac1effae11d239b.jpg,794,1059,table,182,100,651,981
cTDaR_t10588_jpg.rf.efa2012af3ad9db2090f7ac31b2611cc.jpg,794,1078,table,108,195,698,394
cTDaR_t10588_jpg.rf.efa2012af3ad9db2090f7ac31b2611cc.jpg,794,1078,table,108,491,698,703
cTDaR_t10502_jpg.rf.89ceb9f750e484cadb0c13f7dacaaf07.jpg,794,1059,table,144,528,679,724
cTDaR_t10589_jpg.rf.882df2c632c85299b4ac8ad0929e6061.jpg,794,1059,table,112,93,679,388
cTDaR_t10589_jpg.rf.882df2c632c85299b4ac8ad0929e6061.jpg,794,1059,table,112,749,679,973
cTDaR_t10560_jpg.rf.8b24a6fa368ccdd9fedf66261ffa91ba.jpg,794,1123,table,109,95,682,187
cTDaR_t10560_jpg.rf.8b24a6fa368ccdd9fedf66261ffa91ba.jpg,794,1123,table,62,663,729,1015
cTDaR_t10570_jpg.rf.d933f74a30d8f5e88a8559ec4ffdaaae.jpg,794,1059,table,208,126,591,368
cTDaR_t10552_jpg.rf.85bca571cda1d0881a1fdd2abe58ca77.jpg,794,1059,table,112,439,682,610
cTDaR_t10434_jpg.rf.a7f0a06b2361f419def29359a5db2d72.jpg,794,1059,table,144,761,679,899
cTDaR_t10541_jpg.rf.9e22e4a53118a09ef3753a53507cdd9f.jpg,1031,1459,table,174,425,822,581
cTDaR_t10557_jpg.rf.123e66e81b68448724b60af95dd142ca.jpg,816,1056,table,63,138,750,243
cTDaR_t10557_jpg.rf.123e66e81b68448724b60af95dd142ca.jpg,816,1056,table,63,488,750,563
cTDaR_t10587_jpg.rf.6b88e7860f108cac236e549bdc25d88a.jpg,794,1123,table,78,177,444,537
cTDaR_t10587_jpg.rf.6b88e7860f108cac236e549bdc25d88a.jpg,794,1123,table,78,611,727,958
cTDaR_t10498_jpg.rf.3c42cdab30149ebdbedd411b858efe69.jpg,1061,1373,table,146,407,973,628
cTDaR_t10498_jpg.rf.3c42cdab30149ebdbedd411b858efe69.jpg,1061,1373,table,150,698,968,919
cTDaR_t10534_jpg.rf.506cacd78a0291651e18c6833d775e5c.jpg,816,1056,table,63,75,750,205
cTDaR_t10534_jpg.rf.506cacd78a0291651e18c6833d775e5c.jpg,816,1056,table,63,219,750,349
cTDaR_t10534_jpg.rf.506cacd78a0291651e18c6833d775e5c.jpg,816,1056,table,63,581,750,691
cTDaR_t10534_jpg.rf.506cacd78a0291651e18c6833d775e5c.jpg,816,1056,table,63,756,750,973
cTDaR_t10493_jpg.rf.2f3e13ec7d7af1ab41883291f25753d0.jpg,794,1123,table,64,93,726,513
cTDaR_t10571_jpg.rf.a97b47184de71b801d880985e44ebdd3.jpg,1123,794,table,35,119,1085,450
cTDaR_t10522_jpg.rf.197d84d251826a9b8191fa6a402eeda8.jpg,794,1123,table,117,93,657,727
cTDaR_t10522_jpg.rf.197d84d251826a9b8191fa6a402eeda8.jpg,794,1123,table,76,827,714,997
cTDaR_t10459_jpg.rf.0750dd016981bb7244da9d7b702db1cc.jpg,749,1123,table,100,100,646,235
cTDaR_t10535_jpg.rf.5b06239450983c66d4ac180508eb2b34.jpg,1061,1373,table,251,563,770,845
cTDaR_t10553_jpg.rf.e708b6d27c65b66431a15fa59252f6a0.jpg,816,1056,table,227,274,750,813
cTDaR_t10559_jpg.rf.56d4becbdf6c35e5a3697eb4c1323c78.jpg,1031,1459,table,218,200,873,699
cTDaR_t10582_jpg.rf.e814d35d825c84863e5f3d6a566d95e1.jpg,794,1059,table,144,147,679,961
cTDaR_t10555_jpg.rf.279708a1f47858625a2045d221d69dcc.jpg,794,1123,table,25,364,766,716
cTDaR_t10556_jpg.rf.55348a3a0439c78bbaf954752c799a3b.jpg,794,1123,table,109,360,682,665
cTDaR_t10556_jpg.rf.55348a3a0439c78bbaf954752c799a3b.jpg,794,1123,table,109,746,682,1002
cTDaR_t10594_jpg.rf.3b16b9e377eebb47fb00200efa1043b3.jpg,797,1124,table,52,112,384,412
cTDaR_t10594_jpg.rf.3b16b9e377eebb47fb00200efa1043b3.jpg,797,1124,table,402,112,734,412
cTDaR_t10594_jpg.rf.3b16b9e377eebb47fb00200efa1043b3.jpg,797,1124,table,52,534,735,983
cTDaR_t10528_jpg.rf.35549721a3f82c44e63601acaf5fc02e.jpg,794,1059,table,144,153,683,569
cTDaR_t10583_jpg.rf.84f10306a97d09a8fb85fa76f72b17e4.jpg,816,1056,table,63,154,750,302
cTDaR_t10583_jpg.rf.84f10306a97d09a8fb85fa76f72b17e4.jpg,816,1056,table,63,366,750,454
cTDaR_t10583_jpg.rf.84f10306a97d09a8fb85fa76f72b17e4.jpg,816,1056,table,63,518,750,626
cTDaR_t10558_jpg.rf.c75752f30d4b9106d10d27d0e890c6b5.jpg,794,1078,table,138,233,698,613
cTDaR_t10592_jpg.rf.77a5a237e10b4f438c4131a8a9241cc2.jpg,794,1123,table,63,368,715,671
cTDaR_t10581_jpg.rf.2f5358be372979ebf57038c504a52770.jpg,794,1123,table,86,93,705,291
cTDaR_t10581_jpg.rf.2f5358be372979ebf57038c504a52770.jpg,794,1123,table,56,946,735,989
cTDaR_t10530_jpg.rf.41e4154649ff607cf1126f7ba6cc389f.jpg,794,1059,table,112,120,682,964
cTDaR_t10584_jpg.rf.f94534e9a9260e166a2477e801c47630.jpg,1061,1373,table,646,389,864,535
cTDaR_t10433_jpg.rf.111f01d289de42452bb9194df3106b18.jpg,797,1124,table,59,112,742,320
cTDaR_t10433_jpg.rf.111f01d289de42452bb9194df3106b18.jpg,797,1124,table,59,358,742,645
cTDaR_t10424_jpg.rf.871f75fab92d1e97fb6b3ce5c5c1e6bc.jpg,794,1059,table,112,127,679,275
cTDaR_t10424_jpg.rf.871f75fab92d1e97fb6b3ce5c5c1e6bc.jpg,794,1059,table,112,341,679,488
cTDaR_t10424_jpg.rf.871f75fab92d1e97fb6b3ce5c5c1e6bc.jpg,794,1059,table,112,554,679,746
cTDaR_t10424_jpg.rf.871f75fab92d1e97fb6b3ce5c5c1e6bc.jpg,794,1059,table,112,812,679,959
cTDaR_t10468_jpg.rf.175086507477cff341d7afe4e854f209.jpg,816,1056,table,63,71,750,183
cTDaR_t10468_jpg.rf.175086507477cff341d7afe4e854f209.jpg,816,1056,table,63,360,750,477
cTDaR_t10468_jpg.rf.175086507477cff341d7afe4e854f209.jpg,816,1056,table,63,819,750,974
cTDaR_t10585_jpg.rf.6cfbc9dc47f42389553db755c99dde73.jpg,794,1123,table,40,436,751,753
cTDaR_t10500_jpg.rf.df4f32b30eb4939b6c366c7702a095e8.jpg,794,1059,table,112,127,682,341
cTDaR_t10500_jpg.rf.df4f32b30eb4939b6c366c7702a095e8.jpg,794,1059,table,112,402,682,615
cTDaR_t10500_jpg.rf.df4f32b30eb4939b6c366c7702a095e8.jpg,794,1059,table,112,709,682,971
cTDaR_t10510_jpg.rf.8956184339284ccff42143085cb59ffd.jpg,794,1059,table,112,93,679,411
cTDaR_t10510_jpg.rf.8956184339284ccff42143085cb59ffd.jpg,794,1059,table,112,672,679,781
cTDaR_t10426_jpg.rf.2b774328016a49f9f4b931cf3158aa58.jpg,1031,1459,table,302,143,756,621
cTDaR_t10572_jpg.rf.b0d74992d181c24537b6fa09a78ae62b.jpg,1061,1373,table,108,260,505,656
cTDaR_t10586_jpg.rf.6ec2e37ac681d804206be4d75f9259db.jpg,816,1056,table,47,466,772,816
cTDaR_t10425_jpg.rf.bd468f6718f67323f5377d100855c235.jpg,794,1123,table,90,93,685,769
cTDaR_t10425_jpg.rf.bd468f6718f67323f5377d100855c235.jpg,794,1123,table,117,869,657,996
cTDaR_t10593_jpg.rf.e9637524079e07bb865d0272972bc0c5.jpg,1061,1373,table,350,479,697,614
cTDaR_t10435_jpg.rf.06f865097d443061cd97ad3c87f629e2.jpg,794,1123,table,78,305,728,438
cTDaR_t10435_jpg.rf.06f865097d443061cd97ad3c87f629e2.jpg,794,1123,table,78,794,199,908
cTDaR_t10435_jpg.rf.06f865097d443061cd97ad3c87f629e2.jpg,794,1123,table,218,794,373,908
cTDaR_t10435_jpg.rf.06f865097d443061cd97ad3c87f629e2.jpg,794,1123,table,395,794,551,908
cTDaR_t10435_jpg.rf.06f865097d443061cd97ad3c87f629e2.jpg,794,1123,table,573,794,728,870
cTDaR_t10469_jpg.rf.69deb65aff48ae208a5c342298aae302.jpg,794,1123,table,111,93,680,263
cTDaR_t10469_jpg.rf.69deb65aff48ae208a5c342298aae302.jpg,794,1123,table,81,330,710,640
cTDaR_t10463_jpg.rf.8e2765726200c52d901f419ad0a9d7e8.jpg,794,1123,table,49,93,742,817
cTDaR_t10596_jpg.rf.61bf13de99eb5abc041f439fb60fd1dd.jpg,816,1056,table,101,95,482,416
cTDaR_t10509_jpg.rf.abcd35f92a663ba3629070bbfa927778.jpg,794,1123,table,78,150,734,331
cTDaR_t10575_jpg.rf.e76380674911a1d91d5a83170e91d189.jpg,794,1123,table,43,425,749,665
cTDaR_t10395_jpg.rf.c2985fceab0aba002177d4fba7c69528.jpg,794,1123,table,28,575,763,999
cTDaR_t10514_jpg.rf.509f471c4f82b39023389a044ae0a212.jpg,794,1059,table,112,93,681,676
cTDaR_t10443_jpg.rf.e7b28263d939219b53e285bc3aca98ed.jpg,816,1056,table,63,154,750,1006
cTDaR_t10595_jpg.rf.6514e5837b0caa0461c05ce09e964bd2.jpg,794,1059,table,112,127,682,362
cTDaR_t10595_jpg.rf.6514e5837b0caa0461c05ce09e964bd2.jpg,794,1059,table,112,428,682,638
cTDaR_t10595_jpg.rf.6514e5837b0caa0461c05ce09e964bd2.jpg,794,1059,table,112,798,679,938
